,location,total_sqft,bath,price,bhk,encoded_loc
8942,others,1427.0,2,85.0,3,230
8943,Banashankari Stage III,1420.0,2,95.0,3,28
8944,Kothanur,1600.0,5,130.0,4,146
8945,Bellandur,1454.0,2,90.0,2,40
8946,Whitefield,1116.0,2,48.76,2,224
8947,others,1062.0,2,50.0,2,230
8948,others,700.0,1,25.5,1,230
8949,JP Nagar,1405.0,2,99.0,2,109
8950,Doddathoguru,1100.0,2,50.0,2,70
8951,Chikka Tirupathi,2153.0,4,120.0,3,57
8952,Ulsoor,2135.0,3,170.0,3,215
8953,Pai Layout,1068.0,2,48.0,2,179
8954,Doddathoguru,940.0,2,32.9,2,70
8955,Hosa Road,1063.0,2,32.79,2,101
8956,Brookefield,1382.0,2,84.5,2,51
8957,Harlur,936.0,2,45.0,2,91
8958,KR Puram,1400.0,2,60.0,3,115
8959,Sarjapur  Road,475.0,1,26.0,1,194
8960,others,1450.0,3,65.0,3,230
8961,Kudlu,1162.0,2,52.0,2,147
8962,Hosa Road,1161.0,2,48.75,2,101
8963,Green Glen Layout,1623.29,2,105.0,3,83
8964,Brookefield,1260.0,2,70.0,2,51
8965,Seegehalli,3000.0,4,240.0,3,198
8966,Murugeshpalya,1500.0,2,70.0,3,165
8967,Budigere,1030.0,1,34.545,1,52
8968,Nagarbhavi,1100.0,2,46.2,2,169
8969,Whitefield,1400.0,2,56.0,3,224
8970,Ramagondanahalli,2257.0,3,155.0,3,187
8971,Budigere,1153.0,2,56.5,2,52
8972,Sarjapur  Road,1197.0,2,56.86,2,194
8973,others,1150.0,2,90.0,2,230
8974,others,595.0,1,40.0,1,230
8975,Hoodi,1837.0,3,110.0,3,97
8976,others,3750.0,4,190.0,4,230
8977,Bellandur,1830.0,3,91.86,3,40
8978,Electronic City,970.0,2,35.0,2,74
8979,NRI Layout,2700.0,5,95.75,4,168
8980,others,5480.0,4,400.0,3,230
8981,Vidyaranyapura,2400.0,5,135.0,4,219
8982,Sarjapur  Road,3040.0,4,135.0,4,194
8983,Raja Rajeshwari Nagar,1168.0,2,66.0,2,184
8984,others,1500.0,3,75.0,3,230
8985,others,850.0,2,25.4,2,230
8986,Ramamurthy Nagar,935.0,2,39.0,2,188
8987,Doddaballapur,654.0,1,49.0,1,68
8988,Kaggalipura,950.0,2,60.0,2,119
8989,others,1250.0,3,54.0,3,230
8990,others,1425.0,2,65.0,3,230
8991,Uttarahalli,1165.0,1,42.09,2,216
8992,Kathriguppe,1390.0,2,69.49,3,132
8993,Kalena Agrahara,1510.0,3,78.0,3,121
8994,Thanisandra,1305.0,2,90.0,2,209
8995,Kodigehaali,866.0,2,32.0,2,139
8996,Hulimavu,1231.0,2,84.5,2,105
8997,Sompura,1360.0,2,45.0,3,203
8998,Yeshwanthpur,2500.0,3,138.0,3,229
8999,Whitefield,1140.0,2,55.0,2,224
9000,Whitefield,1295.0,2,64.5,2,224
9001,Hormavu,1020.0,2,45.75,2,100
9002,Old Airport Road,3504.0,4,262.0,4,176
9003,others,1200.0,1,50.0,2,230
9004,Vidyaranyapura,1100.0,2,41.0,2,219
9005,Kothannur,820.0,2,37.0,2,145
9006,Kalena Agrahara,1354.0,2,70.0,2,121
9007,Garudachar Palya,1154.0,2,51.8,2,79
9008,7th Phase JP Nagar,1680.0,2,92.0,3,6
9009,Electronics City Phase 1,1205.0,2,60.0,2,76
9010,Raja Rajeshwari Nagar,1400.0,2,86.0,3,184
9011,Electronic City,1500.0,3,73.0,3,74
9012,Bannerghatta Road,1520.0,2,80.0,3,34
9013,others,1300.0,3,65.0,2,230
9014,others,1150.0,2,47.0,2,230
9015,Kadugodi,1762.0,3,109.0,3,117
9016,Budigere,1153.0,2,58.0,2,52
9017,Sompura,1350.0,2,47.0,3,203
9018,Billekahalli,950.0,2,56.0,2,44
9019,others,1515.0,3,80.5,3,230
9020,others,1250.0,2,65.0,2,230
9021,5th Phase JP Nagar,2500.0,8,95.0,7,4
9022,Hoskote,1200.0,4,100.0,4,103
9023,Yelahanka,1355.0,2,51.5,3,226
9024,others,1115.0,3,39.14,3,230
9025,8th Phase JP Nagar,1275.0,3,45.0,3,7
9026,Padmanabhanagar,2051.0,3,170.0,3,178
9027,BTM Layout,1470.0,2,99.0,3,23
9028,others,1550.0,2,70.0,3,230
9029,Bannerghatta Road,1270.0,2,73.0,3,34
9030,Kudlu Gate,1320.0,2,50.0,3,148
9031,others,2505.0,3,165.0,3,230
9032,Whitefield,1200.0,2,70.0,2,224
9033,others,1705.0,2,86.96,3,230
9034,Electronic City,995.0,2,48.0,2,74
9035,Horamavu Banaswadi,1081.0,2,52.0,2,99
9036,Sonnenahalli,605.0,1,30.24,1,204
9037,Yelahanka,567.0,1,25.0,1,226
9038,Banashankari Stage VI,2110.5,2,70.385,3,30
9039,Green Glen Layout,1715.0,3,105.0,3,83
9040,Bannerghatta Road,1846.0,3,120.0,3,34
9041,Whitefield,1015.0,2,56.0,2,224
9042,Thanisandra,1100.0,2,36.0,2,209
9043,Thanisandra,1965.0,4,125.0,3,209
9044,NGR Layout,1021.0,2,45.9,2,167
9045,Haralur Road,1230.0,2,67.65,2,90
9046,Uttarahalli,1260.0,2,55.0,2,216
9047,Lingadheeranahalli,1894.0,4,114.0,3,154
9048,Sector 2 HSR Layout,1231.0,2,66.0,2,196
9049,R.T. Nagar,1800.0,3,120.0,4,182
9050,others,1650.0,3,135.0,3,230
9051,Begur,1443.0,2,70.0,3,38
9052,others,925.0,2,68.0,2,230
9053,others,1190.0,2,46.41,2,230
9054,Uttarahalli,1284.0,2,53.36,2,216
9055,Chikkalasandra,1325.0,2,59.0,2,59
9056,others,1750.0,3,100.0,3,230
9057,others,747.0,1,27.0,1,230
9058,Electronic City,1342.0,2,90.0,2,74
9059,others,1113.0,2,52.0,2,230
9060,others,1738.0,3,110.0,3,230
9061,Brookefield,1206.0,2,90.0,2,51
9062,Hebbal,1162.0,2,59.0,2,92
9063,Sarjapur  Road,1857.0,4,155.0,3,194
9064,others,3500.0,6,115.0,6,230
9065,Uttarahalli,1150.0,2,45.99,2,216
9066,Chikkalasandra,1290.0,2,72.0,2,59
9067,Thubarahalli,3408.0,5,145.0,4,211
9068,Sanjay nagar,1150.0,2,70.0,2,191
9069,Yeshwanthpur,1160.0,2,64.08,2,229
9070,others,900.0,2,27.0,2,230
9071,Lingadheeranahalli,2240.0,4,160.0,4,154
9072,Electronics City Phase 1,891.0,2,26.0,2,76
9073,Ambedkar Nagar,1852.0,3,125.0,3,13
9074,Chandapura,1323.0,2,42.0,3,55
9075,Vittasandra,1404.0,2,67.5,2,223
9076,Dodda Nekkundi,1370.0,2,60.0,2,67
9077,Gollarapalya Hosahalli,1129.0,2,50.0,2,81
9078,Mahalakshmi Layout,1876.0,3,150.0,3,157
9079,others,1720.0,3,95.0,3,230
9080,Jalahalli East,1200.0,4,80.0,4,112
9081,Mysore Road,1175.0,2,86.68,2,166
9082,Hosa Road,1893.0,3,130.0,3,101
9083,Whitefield,1430.0,3,52.0,3,224
9084,others,850.0,2,45.0,2,230
9085,CV Raman Nagar,1392.0,2,110.0,2,53
9086,Kanakpura Road,1938.0,3,105.0,3,127
9087,others,1020.0,2,52.0,2,230
9088,Konanakunte,1423.0,2,85.0,3,143
9089,Jakkur,1432.0,2,85.0,2,110
9090,CV Raman Nagar,1480.0,3,65.0,3,53
9091,Hulimavu,1916.0,2,150.0,3,105
9092,Yelenahalli,1160.0,2,44.08,2,228
9093,Old Madras Road,2640.0,2,170.0,2,177
9094,Bommanahalli,1160.0,2,53.0,2,47
9095,Ramagondanahalli,1500.0,3,100.0,3,187
9096,Electronic City Phase II,1336.0,2,50.35,3,75
9097,Choodasandra,1065.0,2,46.0,2,60
9098,Rachenahalli,1550.0,3,68.5,3,183
9099,others,1005.0,2,40.0,2,230
9100,7th Phase JP Nagar,1430.0,2,102.0,3,6
9101,Hoodi,1660.0,3,125.0,3,97
9102,Hennur Road,1470.0,2,75.0,3,96
9103,Hebbal,6225.0,6,359.0,4,92
9104,Anjanapura,950.0,2,30.0,2,18
9105,Doddathoguru,1382.0,3,65.0,3,70
9106,BTM 2nd Stage,930.0,2,46.0,2,22
9107,others,1290.0,2,71.95,2,230
9108,Whitefield,1010.0,2,45.0,3,224
9109,Brookefield,3050.0,4,130.0,4,51
9110,Dodda Nekkundi,1200.0,2,71.0,2,67
9111,Budigere,1636.0,3,88.0,3,52
9112,Budigere,1153.0,2,56.55,2,52
9113,Hegde Nagar,2087.01,4,160.0,3,94
9114,LB Shastri Nagar,1200.0,2,47.0,2,151
9115,HSR Layout,1844.0,3,89.0,3,89
9116,Hosa Road,1590.0,3,110.0,3,101
9117,Begur Road,1215.0,2,43.75,2,39
9118,Sarjapur  Road,1194.0,2,57.0,2,194
9119,others,1220.0,2,52.0,2,230
9120,others,3150.0,4,150.0,4,230
9121,Bommasandra,955.0,2,37.97,2,48
9122,others,2000.0,5,75.0,5,230
9123,Magadi Road,884.0,2,48.0,2,155
9124,Kathriguppe,1250.0,2,68.75,2,132
9125,Harlur,2990.0,4,225.0,4,91
9126,Bellandur,1195.0,2,52.0,2,40
9127,Sarjapur  Road,984.0,2,45.75,2,194
9128,Bommasandra,1089.0,2,40.0,2,48
9129,Hennur Road,1165.0,2,52.0,2,96
9130,Hennur,1482.0,3,110.0,3,95
9131,Ramamurthy Nagar,1200.0,2,68.0,2,188
9132,Hormavu,1166.0,2,34.97,3,100
9133,Chikkalasandra,1275.0,2,55.46,3,59
9134,Mico Layout,1140.0,2,43.0,2,163
9135,others,720.0,1,28.0,1,230
9136,others,1100.0,2,90.0,2,230
9137,Ramamurthy Nagar,540.0,1,35.0,1,188
9138,Rachenahalli,1550.0,2,73.5,3,183
9139,others,1220.0,2,60.0,2,230
9140,Doddathoguru,964.0,2,62.0,2,70
9141,others,1500.0,3,50.0,3,230
9142,Sarjapur  Road,1347.0,2,44.0,3,194
9143,others,5000.0,5,250.0,4,230
9144,Bannerghatta Road,3000.0,4,140.0,4,34
9145,Bannerghatta,1120.0,2,42.5,2,33
9146,others,600.0,1,22.8,1,230
9147,Whitefield,2321.0,4,157.0,3,224
9148,others,540.0,1,24.0,1,230
9149,Hebbal,1150.0,2,57.0,2,92
9150,Sonnenahalli,1484.0,3,75.0,3,204
9151,Ramagondanahalli,1680.0,2,68.0,3,187
9152,others,1650.0,3,78.0,3,230
9153,others,1250.0,3,44.0,3,230
9154,others,2072.0,3,108.0,3,230
9155,Sarjapur  Road,1105.0,2,40.0,2,194
9156,Vidyaranyapura,1200.0,2,60.5,2,219
9157,Kumaraswami Layout,3100.0,7,145.0,7,149
9158,Old Airport Road,1055.0,2,75.0,2,176
9159,Hosa Road,1541.0,3,69.61,3,101
9160,Harlur,1370.0,2,88.0,2,91
9161,Whitefield,1224.0,2,75.0,2,224
9162,Yeshwanthpur,1676.0,3,92.13,3,229
9163,others,1154.0,2,57.0,2,230
9164,Kanakpura Road,1610.0,3,78.5,3,127
9165,others,1057.0,2,42.0,2,230
9166,Raja Rajeshwari Nagar,1157.0,2,65.0,2,184
9167,others,1200.0,4,85.0,4,230
9168,others,980.0,2,35.0,2,230
9169,Sarjapur  Road,1140.0,2,40.0,2,194
9170,Raja Rajeshwari Nagar,1206.0,2,40.7,2,184
9171,Electronic City Phase II,575.0,1,16.75,1,75
9172,Horamavu Agara,1300.0,2,52.0,3,98
9173,Electronic City,1128.0,2,63.5,2,74
9174,Electronics City Phase 1,640.0,1,45.0,1,76
9175,others,2400.0,3,185.0,3,230
9176,Electronic City,589.0,1,29.0,1,74
9177,Kundalahalli,1315.0,2,74.0,2,150
9178,Bellandur,1435.0,2,115.0,3,40
9179,Kadugodi,1314.0,2,80.0,2,117
9180,Nagarbhavi,1080.0,2,49.0,2,169
9181,Nagasandra,4000.0,8,160.0,8,170
9182,Mysore Road,1082.0,2,45.0,3,166
9183,Jakkur,1150.0,3,65.0,3,110
9184,Hennur Road,1052.0,2,34.72,2,96
9185,Yelahanka,1045.0,2,45.0,2,226
9186,Kodigehaali,1442.0,3,80.0,3,139
9187,Kaggadasapura,1500.0,2,75.0,3,118
9188,Hennur,1255.0,2,53.57,2,95
9189,others,1432.0,3,79.0,3,230
9190,Kundalahalli,2100.0,3,150.0,3,150
9191,Hennur Road,1450.0,2,80.0,2,96
9192,Sarjapur  Road,1346.0,2,69.61,2,194
9193,Electronic City Phase II,925.0,2,49.82,3,75
9194,Dasarahalli,1160.0,2,49.0,2,64
9195,Lingadheeranahalli,1768.0,3,81.31,3,154
9196,Kothanur,1094.0,2,54.0,2,146
9197,others,1500.0,3,90.0,3,230
9198,Gubbalala,1745.0,3,130.0,3,84
9199,Bommanahalli,2875.0,7,85.0,7,47
9200,Sonnenahalli,1550.0,3,50.0,3,204
9201,Rajiv Nagar,2340.0,5,160.0,4,186
9202,Battarahalli,2024.0,3,103.0,3,37
9203,Jalahalli,1575.0,4,100.0,3,111
9204,BTM 2nd Stage,1265.0,2,55.0,3,22
9205,others,1100.0,2,45.0,3,230
9206,Margondanahalli,1160.0,2,65.0,2,162
9207,Hosa Road,615.0,1,43.08,1,101
9208,7th Phase JP Nagar,1128.0,2,60.0,2,6
9209,others,1260.0,2,55.0,2,230
9210,Bellandur,1830.0,3,89.89,3,40
9211,Sarjapur,1525.0,2,68.0,3,193
9212,Yelahanka,602.0,2,30.0,1,226
9213,Hegde Nagar,1835.0,3,89.0,3,94
9214,Kanakpura Road,1250.0,3,62.6,3,127
9215,Murugeshpalya,1855.0,3,96.0,3,165
9216,Sarjapur  Road,2089.0,3,148.0,3,194
9217,Banashankari Stage VI,4800.0,3,200.0,4,30
9218,Begur Road,1200.0,2,44.73,2,39
9219,Sarjapur,1095.0,2,45.0,2,193
9220,Kothanur,1170.0,3,80.0,3,146
9221,6th Phase JP Nagar,1280.0,2,88.0,2,5
9222,Thanisandra,1694.0,3,125.0,3,209
9223,Electronic City,825.0,2,30.0,2,74
9224,Sarjapur  Road,1612.0,3,98.38,3,194
9225,Murugeshpalya,1175.0,2,75.0,2,165
9226,others,600.0,1,24.0,1,230
9227,Whitefield,1740.0,3,85.0,3,224
9228,others,1770.0,3,99.0,3,230
9229,Horamavu Agara,1090.0,2,46.0,2,98
9230,Whitefield,4144.0,5,331.0,5,224
9231,others,1800.0,3,130.0,3,230
9232,8th Phase JP Nagar,1046.0,2,48.0,2,7
9233,Uttarahalli,1290.0,2,56.12,3,216
9234,Electronic City Phase II,1065.0,2,30.76,2,75
9235,Ambedkar Nagar,1850.0,4,121.0,3,13
9236,Battarahalli,1097.0,2,49.0,2,37
9237,Kalena Agrahara,1200.0,3,70.0,2,121
9238,Varthur,2160.0,3,170.0,3,217
9239,Anekal,1140.0,2,52.0,2,17
9240,Thigalarapalya,1297.0,2,98.0,2,210
9241,Padmanabhanagar,1150.0,2,50.0,2,178
9242,others,1375.0,2,45.0,2,230
9243,Babusapalaya,1245.0,2,58.0,2,24
9244,Raja Rajeshwari Nagar,1000.0,2,50.0,2,184
9245,others,1570.0,2,95.0,3,230
9246,Sarjapur  Road,1290.0,2,88.0,2,194
9247,Kudlu Gate,1200.0,2,44.4,2,148
9248,others,2250.0,3,180.0,3,230
9249,others,1145.0,2,44.0,2,230
9250,Chikkabanavar,1320.0,2,46.0,3,58
9251,Whitefield,1650.0,3,48.0,3,224
9252,Sarjapur  Road,1371.0,2,86.0,2,194
9253,others,2700.0,5,150.0,5,230
9254,Electronic City,1575.0,3,94.5,3,74
9255,Yelahanka,1362.0,2,66.0,2,226
9256,Haralur Road,1255.0,3,90.0,3,90
9257,Whitefield,925.0,2,35.0,2,224
9258,Sarjapur  Road,2140.0,3,139.0,3,194
9259,Thubarahalli,1584.0,3,101.0,3,211
9260,Whitefield,1175.0,2,50.0,2,224
9261,Sarjapura - Attibele Road,1555.0,3,52.0,3,195
9262,Dodda Nekkundi,1585.0,2,79.0,3,67
9263,Kalena Agrahara,1354.0,2,71.0,2,121
9264,others,1165.0,2,45.0,2,230
9265,Kumaraswami Layout,1200.0,3,75.0,3,149
9266,Hebbal,1740.0,2,137.0,3,92
9267,others,1340.0,2,47.0,3,230
9268,Begur Road,1583.0,3,95.23,3,39
9269,Bannerghatta Road,1680.0,2,61.74,2,34
9270,Thanisandra,1573.0,3,100.0,3,209
9271,CV Raman Nagar,1227.0,2,42.88,2,53
9272,others,1210.0,2,60.0,2,230
9273,Basavangudi,1650.0,3,125.0,3,35
9274,Raja Rajeshwari Nagar,1485.0,2,63.0,3,184
9275,Haralur Road,1735.0,3,97.0,3,90
9276,others,1684.0,3,86.0,3,230
9277,others,1686.0,3,77.0,3,230
9278,others,1654.0,3,82.0,3,230
9279,Green Glen Layout,1600.0,3,105.0,3,83
9280,KR Puram,1100.0,2,39.9,2,115
9281,Bannerghatta Road,1655.0,3,95.0,3,34
9282,Hennur,1830.0,3,121.0,3,95
9283,Hebbal,1430.0,3,85.0,3,92
9284,Judicial Layout,1989.0,4,155.0,3,114
9285,Sarjapur  Road,1044.0,2,55.0,2,194
9286,Banashankari,1426.0,3,85.0,3,26
9287,Yelahanka,1000.0,2,29.0,2,226
9288,Kodichikkanahalli,900.0,2,35.0,2,138
9289,others,1200.0,2,50.0,2,230
9290,Malleshwaram,580.0,1,45.0,1,160
9291,Munnekollal,1030.0,2,50.36,2,164
9292,Koramangala,1910.0,4,150.0,3,144
9293,others,1950.0,3,132.0,3,230
9294,Kothanur,1400.0,2,65.0,2,146
9295,Kaggadasapura,1400.0,2,68.0,3,118
9296,Hulimavu,1115.0,2,44.6,2,105
9297,Bharathi Nagar,1300.0,2,55.86,2,42
9298,others,2400.0,4,150.0,4,230
9299,Kanakpura Road,1332.0,2,108.0,2,127
9300,Abbigere,1000.0,2,41.0,2,10
9301,Whitefield,1200.0,3,67.75,3,224
9302,Whitefield,2444.0,4,145.0,4,224
9303,Sarjapur  Road,1600.0,3,85.0,3,194
9304,Marathahalli,1196.0,2,57.95,2,161
9305,Electronic City,1025.0,2,54.0,2,74
9306,Sarjapur  Road,2180.0,4,180.0,3,194
9307,others,1600.0,3,102.0,3,230
9308,Jalahalli,2086.0,3,160.0,3,111
9309,Old Madras Road,1165.0,2,51.42,2,177
9310,Electronics City Phase 1,1900.0,3,85.0,3,76
9311,Chandapura,740.0,1,22.0,2,55
9312,Yeshwanthpur,2503.0,3,138.0,3,229
9313,Bellandur,1260.0,2,83.5,2,40
9314,Green Glen Layout,1717.0,3,125.0,3,83
9315,others,1088.0,2,46.0,2,230
9316,Raja Rajeshwari Nagar,1335.0,2,56.0,3,184
9317,Vidyaranyapura,1200.0,2,42.0,2,219
9318,Garudachar Palya,1325.0,2,60.0,3,79
9319,JP Nagar,1157.0,2,73.0,2,109
9320,KR Puram,3385.0,2,121.0,4,115
9321,Sahakara Nagar,1200.0,2,54.0,2,190
9322,Pai Layout,1510.0,2,65.0,3,179
9323,Bommanahalli,1050.0,2,54.0,2,47
9324,others,1200.0,2,45.0,2,230
9325,Channasandra,1050.0,2,44.41,2,56
9326,Hegde Nagar,1000.0,2,66.0,2,94
9327,9th Phase JP Nagar,1050.0,2,35.0,2,8
9328,Hormavu,1210.0,2,69.0,2,100
9329,Whitefield,1660.0,3,110.0,3,224
9330,Electronics City Phase 1,1305.0,2,67.0,2,76
9331,others,1800.0,6,101.0,6,230
9332,Bannerghatta Road,1206.0,2,53.0,2,34
9333,Bannerghatta Road,1150.0,2,55.0,2,34
9334,others,1100.0,2,65.0,2,230
9335,Cooke Town,1850.0,3,110.0,3,61
9336,Hoodi,3385.0,4,220.0,4,97
9337,Sompura,2150.0,3,85.0,4,203
9338,others,1035.0,2,55.0,2,230
9339,others,1200.0,3,75.0,3,230
9340,Electronics City Phase 1,755.0,1,30.12,1,76
9341,Ramamurthy Nagar,960.0,2,35.0,2,188
9342,others,450.0,1,20.0,1,230
9343,Raja Rajeshwari Nagar,1571.0,3,53.12,3,184
9344,Kanakapura,1489.0,2,70.0,3,126
9345,Kengeri Satellite Town,800.0,2,32.0,2,136
9346,Jalahalli,980.0,2,60.0,3,111
9347,Bannerghatta Road,1215.0,2,65.0,2,34
9348,Electronic City Phase II,911.0,2,26.5,2,75
9349,Bellandur,1535.0,3,90.0,3,40
9350,R.T. Nagar,1500.0,2,70.0,3,182
9351,Brookefield,1588.0,2,58.0,2,51
9352,others,1495.0,2,52.33,3,230
9353,Bisuvanahalli,845.0,2,34.0,2,46
9354,Sarjapur  Road,2206.0,4,180.0,3,194
9355,Kasavanhalli,1181.0,2,61.0,2,130
9356,Sarjapur  Road,1309.0,2,69.5,2,194
9357,Horamavu Agara,1400.0,3,63.0,3,98
9358,Kanakpura Road,1622.0,3,95.0,3,127
9359,CV Raman Nagar,1225.0,2,48.0,2,53
9360,others,1719.0,3,95.0,3,230
9361,Abbigere,995.0,2,40.8,2,10
9362,Mahadevpura,1120.0,2,53.0,2,156
9363,Bellandur,1047.0,2,75.0,2,40
9364,Devanahalli,1466.0,3,59.96,3,65
9365,Chandapura,876.0,2,28.47,2,55
9366,CV Raman Nagar,1659.0,3,135.0,3,53
9367,Whitefield,1270.0,2,105.0,2,224
9368,8th Phase JP Nagar,1269.0,2,50.75,3,7
9369,Kammanahalli,1200.0,3,80.0,2,124
9370,Whitefield,1315.0,2,69.5,2,224
9371,Hebbal Kempapura,2485.0,4,198.0,4,93
9372,Tumkur Road,1354.0,3,85.86,3,214
9373,Yelahanka,1180.0,2,55.0,2,226
9374,Jalahalli,1313.0,2,68.0,2,111
9375,Nehru Nagar,1100.0,2,50.0,2,174
9376,Vishwapriya Layout,890.0,2,37.0,2,222
9377,Green Glen Layout,1250.0,2,75.0,2,83
9378,Hoodi,1644.0,3,80.51,3,97
9379,Jakkur,1710.0,3,110.0,3,110
9380,others,1162.0,2,48.0,2,230
9381,Whitefield,1362.0,2,85.0,2,224
9382,others,540.0,1,22.5,1,230
9383,Thanisandra,2251.5,3,75.885,3,209
9384,Begur Road,1410.0,2,54.99,3,39
9385,Chikka Tirupathi,2665.0,5,125.0,4,57
9386,others,970.0,2,45.0,2,230
9387,Haralur Road,1810.0,3,97.83,3,90
9388,others,1084.0,2,51.0,2,230
9389,others,1500.0,3,85.0,3,230
9390,Uttarahalli,1328.0,2,56.0,3,216
9391,Marathahalli,1485.0,2,90.0,3,161
9392,Pai Layout,1500.0,2,58.0,3,179
9393,R.T. Nagar,1100.0,2,85.0,2,182
9394,others,1360.0,2,73.0,3,230
9395,1st Phase JP Nagar,900.0,2,75.0,2,1
9396,Electronic City Phase II,1031.0,2,54.48,2,75
9397,Uttarahalli,1040.0,2,36.4,2,216
9398,KR Puram,2800.0,6,110.0,7,115
9399,Kothannur,1404.0,2,56.15,3,145
9400,Yelahanka,1267.0,3,78.0,2,226
9401,Bannerghatta Road,1510.0,2,110.0,3,34
9402,Kanakpura Road,900.0,2,42.0,2,127
9403,Whitefield,1457.0,2,105.0,3,224
9404,Iblur Village,3596.0,4,268.0,4,107
9405,8th Phase JP Nagar,1408.0,3,80.0,3,7
9406,Dodda Nekkundi,1005.0,2,45.0,2,67
9407,others,30400.0,4,1824.0,6,230
9408,others,1182.0,2,64.0,2,230
9409,Talaghattapura,2940.5,3,122.0,3,208
9410,Sarjapur  Road,1367.0,2,80.0,2,194
9411,Sarjapur  Road,1565.0,3,78.0,3,194
9412,Whitefield,1720.0,3,128.0,3,224
9413,Doddathoguru,1107.0,2,44.0,2,70
9414,Yelahanka,1360.0,2,78.19,2,226
9415,Anekal,625.0,1,25.0,2,17
9416,Hosa Road,1016.0,2,39.95,2,101
9417,others,1500.0,3,90.0,3,230
9418,Akshaya Nagar,900.0,2,45.0,2,11
9419,Kereguddadahalli,1280.0,3,42.0,3,137
9420,Electronic City,1500.0,2,70.0,3,74
9421,Gottigere,1245.0,2,59.0,2,82
9422,Yelahanka,1025.0,2,44.0,2,226
9423,others,1945.0,3,135.0,3,230
9424,Hegde Nagar,1348.0,2,80.5,3,94
9425,Tindlu,1100.0,2,55.0,2,213
9426,Yeshwanthpur,1855.0,3,135.0,3,229
9427,Hennur,1255.0,2,56.5,2,95
9428,Kothanur,1195.0,2,59.0,2,146
9429,Bannerghatta Road,1022.0,2,35.0,2,34
9430,Dodda Nekkundi,1264.0,2,52.0,2,67
9431,Chamrajpet,1650.0,3,115.0,3,54
9432,Abbigere,1020.0,2,40.8,2,10
9433,others,2710.0,5,142.0,4,230
9434,Hennur Road,1936.0,3,131.0,3,96
9435,others,1075.0,2,58.0,2,230
9436,Hosur Road,1223.0,2,93.0,2,104
9437,Whitefield,1500.0,3,61.9,3,224
9438,Hennur,1050.0,2,42.73,2,95
9439,Uttarahalli,1650.0,2,130.0,3,216
9440,Whitefield,1495.0,2,78.0,2,224
9441,Whitefield,1270.0,2,52.0,2,224
9442,Kumaraswami Layout,1081.0,2,60.0,2,149
9443,Kanakpura Road,1596.0,3,118.0,3,127
9444,Horamavu Agara,1557.0,3,70.0,3,98
9445,others,1410.0,3,68.0,3,230
9446,Sarjapur  Road,1984.0,4,148.0,3,194
9447,Kadugodi,1196.0,2,60.0,2,117
9448,Thanisandra,2259.0,3,112.0,4,209
9449,Kenchenahalli,1720.0,3,100.0,3,134
9450,7th Phase JP Nagar,1140.0,2,57.0,2,6
9451,Kothanur,1790.0,3,120.0,3,146
9452,Harlur,1935.0,2,72.76,2,91
9453,Nehru Nagar,1674.0,3,81.0,3,174
9454,others,1786.0,3,79.99,3,230
9455,Sarjapur  Road,1035.0,2,47.0,2,194
9456,Margondanahalli,1334.0,2,67.76,2,162
9457,Bommasandra,1365.0,3,53.96,3,48
9458,others,1369.0,2,72.0,3,230
9459,Whitefield,1240.0,2,41.0,2,224
9460,others,1418.0,2,62.0,2,230
9461,KR Puram,1020.0,2,39.0,2,115
9462,Yelahanka New Town,1290.0,2,70.0,2,227
9463,Attibele,1500.0,3,90.0,3,21
9464,Billekahalli,1290.0,3,62.0,3,44
9465,Jalahalli,1881.0,3,115.0,3,111
9466,Jigani,943.0,2,49.5,2,113
9467,Electronic City,1140.0,2,32.93,2,74
9468,others,1035.0,2,60.0,2,230
9469,Whitefield,1500.0,3,71.0,3,224
9470,others,1232.0,2,94.28,2,230
9471,Anandapura,1576.0,3,58.7,3,15
9472,others,980.0,2,41.0,2,230
9473,Hoodi,1181.0,2,55.0,2,97
9474,others,1307.0,2,59.0,2,230
9475,others,1215.0,2,49.86,3,230
9476,Sanjay nagar,1180.0,2,80.0,2,191
9477,others,1025.0,2,43.04,2,230
9478,Ramagondanahalli,1910.0,3,131.0,3,187
9479,Gottigere,1200.0,2,50.0,2,82
9480,Electronics City Phase 1,1175.0,2,60.0,2,76
9481,Whitefield,1404.0,2,59.0,3,224
9482,Somasundara Palya,1571.0,3,63.0,3,202
9483,others,1125.0,2,46.0,2,230
9484,Kammasandra,610.0,1,18.5,1,125
9485,Ambalipura,1198.0,2,80.0,2,12
9486,Chandapura,1200.0,3,65.0,3,55
9487,others,1200.0,2,45.0,2,230
9488,others,1830.0,3,95.0,3,230
9489,Kudlu Gate,1432.0,2,61.11,3,148
9490,Somasundara Palya,2300.0,2,70.0,3,202
9491,9th Phase JP Nagar,1331.95,2,69.0,2,8
9492,Kanakpura Road,1665.0,3,74.9,3,127
9493,Electronic City,2093.0,4,134.0,4,74
9494,TC Palaya,1330.0,3,46.56,3,207
9495,Talaghattapura,1800.0,3,84.0,3,208
9496,others,2872.0,4,183.0,4,230
9497,others,1486.0,2,65.0,3,230
9498,Chikkalasandra,1425.0,1,54.0,3,59
9499,Raja Rajeshwari Nagar,1255.0,2,42.54,2,184
9500,Nagarbhavi,1225.0,2,58.0,2,169
9501,others,4600.0,9,150.0,9,230
9502,others,1100.0,2,64.08,2,230
9503,Whitefield,1760.0,3,139.0,3,224
